date,Mkt-RF,SMB,HML,RF,MOM
19370211,0.45,-0.7,-0.39,0.001,-1.02
19370213,-0.17,0.35,-0.57,0.001,0.09
19370215,-0.71,0.26,-0.3,0.001,-0.24
19370216,0.1,-0.09,0.48,0.001,0.7
19370217,-0.13,0.09,0.57,0.001,0.05
19370218,0.29,-0.08,0.67,0.001,-0.07
19370219,0.5,-0.18,1.03,0.001,0.46
19370220,-0.13,-0.09,0.51,0.001,0.3
19370223,-1.79,-0.39,-0.67,0.001,-0.66
19370224,0.31,0.32,0.09,0.001,0.14
19370225,-0.15,0.64,-0.17,0.001,0.18
19370226,0.27,0.2,0.23,0.001,0.67
19370227,0.31,-0.31,0.03,0.001,0
19370301,0.16,0,0.52,0.001,0.61
19370302,0.95,-0.12,0.21,0.001,0.17
19370303,1.11,-0.64,1.55,0.001,0.71
19370304,-0.6,-0.16,-0.31,0.001,-0.12
19370305,0.91,-0.25,1.22,0.001,1
19370306,0.33,-0.05,0.64,0.001,0.27
19370308,-0.42,-0.14,0.36,0.001,0.38
19370309,0.12,-0.39,0.3,0.001,0.79
19370310,0.54,-0.08,0.58,0.001,0.83
19370311,-1,-0.37,-0.44,0.001,-0.98
19370312,-0.35,0.63,0.4,0.001,0.21
19370313,-0.14,0.37,-0.18,0.001,-0.52
19370315,-0.61,1.56,1.7,0.001,-0.14
19370316,0.43,0.31,1.06,0.001,0.41
19370317,-0.36,0.01,1.56,0.001,-0.2
19370318,-1.91,-0.41,-1.22,0.001,-1.34
19370319,-0.06,0.33,0,0.001,0.05
19370320,-0.2,0.02,0.14,0.001,-0.23
19370322,-2.66,-0.65,-1.76,0.001,-2.14
19370323,1.3,-0.07,1.41,0.001,1.94
19370324,0.89,0.17,0.18,0.001,0.67
19370325,-0.07,0.2,-0.41,0.001,0.2
19370327,0.35,0.07,0.55,0.001,0.54
19370329,-0.44,0.19,0.02,0.001,-0.28
19370330,1.34,-0.81,1.23,0.001,1.29
19370331,0.21,0.21,-0.44,0.001,0.27
19370401,-0.88,-0.04,-0.68,0.001,-0.66
19370402,-1.2,-0.69,-0.9,0.001,-1.44
19370403,0.39,0.25,0.43,0.001,0.5
19370405,0.4,-0.07,0.13,0.001,0.1
19370406,-0.65,0.1,-0.52,0.001,-0.97
19370407,-2.97,-0.72,-1.13,0.001,-2.89
19370408,0.23,-0.33,0.37,0.001,1.1
19370409,0.41,0.54,-0.03,0.001,0.47
19370410,-0.13,0.44,-0.2,0.001,-0.37
19370412,0.5,-0.47,0.28,0.001,0.74
19370413,1.11,0.62,0.05,0.001,0.87
19370414,0.15,0.09,0.02,0.001,0.34
19370415,-0.35,-0.1,0.03,0.001,-0.39
19370416,-0.43,-0.24,-0.25,0.001,-0.59
19370417,-0.27,0.41,-0.61,0.001,-0.2
19370419,0.41,-0.4,0.57,0.001,0.38
19370420,0.28,-0.21,0.2,0.001,0.02
19370421,1.07,-0.56,-0.46,0.001,0.03
19370422,-1.18,0.35,-0.23,0.001,-0.19
19370423,-1.49,0.07,-0.04,0.001,-0.84
19370424,-0.88,-0.72,-0.12,0.001,-1.08
19370426,-3.18,-1.02,-1.44,0.001,-2.98
19370427,1.28,-0.84,0.4,0.001,1.68
19370428,-2.91,-1.5,-1.22,0.001,-1.94
19370429,0.3,0.53,-0.3,0.001,0.56
19370430,2.62,0.41,1.9,0.001,1.84
19370501,0.18,0.59,-0.22,0.003,-0.07
19370503,0.27,-0.2,-0.22,0.003,0.03
19370504,1.26,-0.13,-0.07,0.003,0.43
19370505,-0.74,0.19,-0.11,0.003,-0.3
19370506,0.48,-0.61,1.12,0.003,0.45
19370507,-0.14,0.7,-0.01,0.003,0.27
19370508,-0.26,0,-0.4,0.003,-0.44
19370510,-1.83,0.2,-1.2,0.003,-1.35
19370511,-0.09,-0.25,-0.24,0.003,0.22
19370512,-0.29,-0.02,0.15,0.003,-0.16
19370513,-2.97,-1.88,-1.1,0.003,-2.18
19370514,0.97,0.09,0.44,0.003,1.25
19370515,0.26,0.16,0.03,0.003,0.16
19370517,-1.14,0.35,-0.75,0.003,-0.27
19370518,1.01,-0.63,0.73,0.003,1.52
19370519,-0.05,0.55,-0.52,0.003,-0.16
19370520,2.17,-0.02,0.36,0.003,1.28
19370521,0.27,0.33,-0.43,0.003,-0.43
19370522,1.02,-0.02,0.64,0.003,0.13
19370524,0.03,-0.14,-0.04,0.003,-0.23
19370525,-1.08,0.39,-1.03,0.003,-0.34
19370526,-0.2,-0.06,-0.03,0.003,0.05
19370527,0.05,-0.21,-0.44,0.003,0.24
19370528,0.12,-0.06,-0.04,0.003,-0.04
19370601,-1.35,-1.15,-0.02,0.001,0.5
19370602,0.64,-0.22,0.09,0.001,0.5
19370603,0.14,-0.34,-0.49,0.001,-0.03
19370604,1.02,0.41,0.1,0.001,1.53
19370605,0.15,0.2,0.14,0.001,0.3
19370607,-0.5,-0.03,-0.39,0.001,-0.45
19370608,0.33,-0.14,0.25,0.001,0.48
19370609,-0.55,0.37,0.08,0.001,0.34
19370610,-0.39,-0.2,0.01,0.001,-0.25
19370611,-1.29,-0.26,-0.43,0.001,-0.33
19370612,-0.8,-0.32,-0.25,0.001,-0.62
19370614,-2.42,-0.72,-0.9,0.001,-0.45
19370615,1.01,0.23,-0.13,0.001,0.52
19370616,-0.93,-0.3,-0.32,0.001,0.02
19370617,0.89,-1.22,-0.22,0.001,0.56
19370618,0.75,0.3,0.09,0.001,-0.39
19370619,-0.18,0.25,-0.16,0.001,-0.32
19370621,-0.72,-0.08,-0.75,0.001,-0.09
19370622,-0.18,0.53,-0.68,0.001,-0.84
19370623,0.64,-0.32,0.53,0.001,0.5
19370624,0.43,-0.12,0.28,0.001,0.45
19370625,-0.47,0.13,-0.26,0.001,-0.41
19370626,-0.9,0.12,-0.59,0.001,-0.59
19370628,-1.52,-0.65,-0.27,0.001,-0.26
19370629,0.22,-0.18,0.36,0.001,0.49
19370630,1.75,-0.44,0.68,0.001,1.02
19370701,0.64,0.33,0.28,0.001,-0.15
19370702,1.18,0.49,0.74,0.001,0.21
19370706,2.96,0.28,1.02,0.001,0.52
19370707,0.87,1.31,0.18,0.001,-1
19370708,0.23,0.38,0.95,0.001,0.12
19370709,-0.2,0.42,0.01,0.001,0.02
19370710,-0.26,0.13,-0.26,0.001,0.15
19370712,1.32,0.03,0.4,0.001,0.77
19370713,-0.49,-0.19,-0.43,0.001,0.43
19370714,0.14,-0.31,-0.71,0.001,0.08
19370715,0.42,-0.55,-0.08,0.001,0.09
19370716,-0.25,-0.19,-0.27,0.001,-0.36
19370717,0.09,-0.04,-0.14,0.001,0.32
19370719,1.27,-0.37,0.08,0.001,-0.68
19370720,0.91,-0.6,0.7,0.001,-0.81
19370721,-0.57,0.43,-0.74,0.001,-0.54
19370722,0.31,0.17,0.18,0.001,0.14
19370723,0.22,-0.16,-0.49,0.001,0.01
19370724,0.65,-0.59,0.3,0.001,-0.66
19370726,-0.18,0.41,-0.04,0.001,-0.12
19370727,-0.2,-0.1,-0.17,0.001,-0.35
19370728,-1.2,0.25,-0.39,0.001,0.38
19370729,-0.27,-0.01,-0.23,0.001,0.59
19370730,0.27,-0.86,-0.4,0.001,0.04
19370731,0.79,0.16,0.36,0.001,0.75
19370802,0.18,0.27,0.24,0.001,-0.2
19370803,-0.55,0.33,-0.5,0.001,0.16
19370804,0.4,-0.1,0.91,0.001,0.41
19370805,-0.41,0.38,-0.07,0.001,0.24
19370806,-0.34,-0.09,-0.58,0.001,0.21
19370807,0.68,-0.41,0.36,0.001,0.25
19370809,0.31,0.03,0.08,0.001,-0.11
19370810,-0.18,-0.19,-0.29,0.001,-0.14
19370811,-0.05,-0.06,-0.57,0.001,-0.28
19370812,0.49,-0.42,0.59,0.001,0.08
19370813,0.8,0.02,-0.31,0.001,0
19370814,0.27,0.24,-0.08,0.001,-0.12
19370816,-0.64,0.23,-0.68,0.001,-0.42
19370817,-0.34,0.2,-0.18,0.001,0.12
19370818,-0.82,0.47,-0.15,0.001,-0.42
19370819,-1.21,-0.25,-0.05,0.001,-0.62
19370820,-1.09,-0.13,-0.35,0.001,0.05
19370821,0.48,0.06,0.44,0.001,0.11
19370823,-0.78,0.57,-0.15,0.001,-0.14
19370824,0.61,-0.68,0.19,0.001,0.15
19370825,-0.46,0.14,-0.57,0.001,-0.21
19370826,-1.73,-0.05,-0.34,0.001,-0.46
19370827,-1.42,-0.21,0.17,0.001,-0.46
19370828,0.25,0.19,-0.14,0.001,-0.47
19370830,0.83,-0.73,0.25,0.001,0.53
19370831,-0.23,0.67,-0.59,0.001,-0.08
19370901,-2.35,0.07,-0.67,0.001,-0.7
19370902,-1.25,-0.43,0.05,0.001,0.11
19370903,0.61,-0.22,0.46,0.001,-0.35
19370904,0.44,-0.42,0.15,0.001,0.08
19370907,-5.49,-1.75,-1.75,0.001,-1.5
19370908,-0.98,-2.79,-0.85,0.001,1.53
19370909,2.16,-0.18,1.35,0.001,0.44
19370910,-4.98,-0.94,-1.01,0.001,-1.97
19370911,0.94,-1.71,0.25,0.001,0.51
19370913,-1.51,-1.18,-0.59,0.001,-0.79
19370914,3.56,2.07,0.63,0.001,2.07
19370915,0.12,1.58,-0.08,0.001,-0.68
19370916,1.53,-0.52,1.05,0.001,-0.01
19370917,-1.9,0.45,-1.53,0.001,-0.62
19370918,-2.66,0.93,-0.07,0.001,-1.24
19370920,-0.98,-1.36,-0.23,0.001,-0.67
19370921,0.75,-0.22,-0.11,0.001,0.45
19370922,0.31,-0.06,0.41,0.001,-0.21
19370923,-2.11,0.27,-0.92,0.001,-0.55
19370924,-4.41,-1.91,-0.41,0.001,-1.15
19370925,-0.89,-2.14,-0.7,0.001,-0.52
19370927,3.34,-1.43,1.08,0.001,0.56
19370928,1.42,1.99,-0.56,0.001,0.5
19370929,0.42,0.28,-1.24,0.001,-0.52
19370930,0.07,1.59,0.28,0.001,-0.24
19371001,-0.36,0.11,-0.06,0.001,0.56
19371002,0.39,0.2,0.62,0.001,-0.47
19371004,-1.01,0.56,-0.93,0.001,0.71
19371005,-5.24,-0.6,0.45,0.001,0.13
19371006,2.01,-1.94,-0.57,0.001,1.16
19371007,-0.2,1.9,-0.77,0.001,-0.86
19371008,-2.2,0.03,-0.69,0.001,0.68
19371009,-0.05,-1.02,-0.03,0.001,0.4
19371011,-3.87,-0.7,-2.39,0.001,0.56
19371013,-0.91,-3.78,0.27,0.001,1.56
19371014,-1.47,-0.02,-0.53,0.001,0.37
19371015,-1.43,-2,0.4,0.001,0.75
19371016,-0.02,-2.04,0.31,0.001,0.1
19371018,-8.2,-0.66,0.28,0.001,2.74
19371019,0.47,-6.98,-2.46,0.001,2.6
19371020,8.67,8.18,3.06,0.001,-9.12
19371021,2.66,4.58,2.7,0.001,-4.94
19371022,-2.17,2.09,-0.25,0.001,0.5
19371023,-4.32,-0.01,-2.17,0.001,1.82
19371025,5.26,-0.04,-0.52,0.001,-0.66
19371026,-1.29,1.44,-0.31,0.001,1.1
19371027,-0.3,-0.7,0.26,0.001,1.41
19371028,2.5,2.17,1.28,0.001,-1.58
19371029,2.59,0.97,1.11,0.001,-1.51
19371030,-0.01,0.52,0.24,0.001,-0.48
19371101,-1.96,0.14,-0.13,0.001,0.75
19371103,-4.18,-0.34,-1.55,0.001,2.29
19371104,-0.78,-0.29,0.22,0.001,0.12
19371105,0.2,0.53,-0.05,0.001,0.55
19371106,-2.55,-0.18,-0.59,0.001,1.74
19371108,-0.44,-1.37,0.51,0.001,-0.15
19371109,1.64,0.01,1.44,0.001,-2.36
19371110,5,-0.9,0.57,0.001,-5.83
19371112,0.23,1.44,-0.3,0.001,-0.49
19371113,0.12,-0.3,0.42,0.001,-1.03
19371115,-2.42,0.81,-0.42,0.001,1.84
19371116,-0.88,-1.29,0.32,0.001,0.47
19371117,-0.47,0.57,-0.5,0.001,0.8
19371118,-1.83,-0.39,-0.49,0.001,1.05
19371119,-5.15,-1.08,-0.11,0.001,5.72
19371120,1.98,-1.33,0.71,0.001,-2.94
19371122,-4.08,1.99,-0.22,0.001,1.94
19371123,0.57,-2.14,0.79,0.001,-2.2
19371124,-1.7,1.06,-0.88,0.001,0.65
19371126,3.96,-1.05,1.68,0.001,-2.88
19371127,4.6,0.11,-0.28,0.001,-3.69
19371129,-1.41,0.09,-0.85,0.001,1.65
19371130,1.65,-0.18,0.22,0.001,-2.76
19371201,-1.13,-0.36,-1.16,0,1.75
19371202,1.62,-1.64,0.97,0,-1.5
19371203,1.64,0.48,-0.05,0,-1.29
19371204,0.16,0.07,-0.25,0,0.36
19371206,-1.4,0.08,-0.81,0,1.13
19371207,1.15,-1.27,0.03,0,-1.54
19371208,1.02,0.47,0.97,0,-0.68
19371209,-1.43,0.28,-0.54,0,1.18
19371210,-0.93,-0.18,-0.1,0,0.1
19371211,0.02,-0.26,0.45,0,-0.14
19371213,-2.74,0.49,-0.61,0,2.73
19371214,0.26,-0.92,0.18,0,-0.01
19371215,0.58,-0.79,0.19,0,-0.01
19371216,1.2,-0.92,-0.09,0,-0.78
19371217,-0.56,-0.51,-0.29,0,1.05
19371218,1.1,-1.01,0.58,0,-0.73
19371220,1.39,-0.6,0.39,0,-0.85
19371221,0.31,-0.68,0.03,0,0.23
19371222,-1.26,0.13,-0.6,0,1.56
19371223,-0.72,-0.99,-0.23,0,1.5
19371224,-0.26,0.27,0.22,0,0.37
19371227,-2.88,-0.66,-0.27,0,2.21
19371228,-3.28,-0.8,-0.03,0,2.56
19371229,0.53,-2.06,0.29,0,0.89
19371230,1.7,1.77,0.17,0,-1.94
19371231,-0.24,1.05,0.35,0,0.19
19380103,0.17,2.03,-0.16,0,-0.65
19380104,3.19,-1.28,-0.05,0,-3.51
19380105,-0.06,1.91,-0.7,0,2.21
19380106,3.83,0.04,0.31,0,-5.06
19380107,-0.47,1.87,0.2,0,0.25
19380108,2.26,0.5,0.5,0,-2.81
19380110,1.88,1.76,0.04,0,-2.32
19380111,0.7,0.55,-0.19,0,0.22
19380112,-0.66,0.94,0.05,0,0.39
19380113,-1.13,-0.1,-0.3,0,2.03
19380114,0.04,-0.7,0.04,0,-0.96
19380115,1.71,-0.01,0.07,0,-1.89
19380117,-1.79,0.36,-0.78,0,2.84
19380118,-0.83,-0.22,-0.4,0,1.13
19380119,-1.09,-0.69,-0.39,0,1.83
19380120,1.49,-0.08,0.36,0,-1.48
19380121,-1.37,0.63,-0.23,0,1.73
19380122,-0.55,-0.3,-0.43,0,-0.05
19380124,-0.16,-0.03,0.97,0,0.07
19380125,-1.17,-0.14,-0.67,0,1.72
19380126,-3.6,-1.39,0.16,0,2.43
19380127,-1.42,-0.13,-0.61,0,1.93
19380128,-1.11,-0.4,-0.12,0,0.23
19380129,-0.14,1.04,0.32,0,-0.43
19380131,1.06,-1.35,0.64,0,-1.4
19380201,1.57,-0.04,0.14,0,-0.92
19380202,-1.1,0.9,-0.67,0,0.84
19380203,-3.76,-0.21,0.74,0,1.86
19380204,1.63,-1.13,-0.57,0,-1.81
19380205,1.73,0.65,0.27,0,-0.95
19380207,-1.16,1.3,-0.42,0,1.38
19380208,3.11,-1.68,0.35,0,-2.15
19380209,-0.16,0.79,-0.34,0,-0.4
19380210,0.67,-0.05,0.02,0,-1.37
19380211,-0.38,-0.28,0.17,0,0.59
19380214,0.8,-0.69,0.02,0,-0.48
19380215,-0.76,0.98,-0.79,0,0.39
19380216,-0.32,0.09,0.12,0,0.69
19380217,2.36,-0.24,-0.11,0,-1.91
19380218,-1.1,0.59,-0.3,0,1.35
19380219,1.14,-0.9,-0.39,0,-0.15
19380221,1.47,-0.56,0.4,0,-1.18
19380223,2.44,-0.26,0.42,0,-2.83
19380224,-1.05,0.42,-0.37,0,1.76
19380225,0.56,0.34,0.34,0,-1.17
19380226,-0.4,-0.16,-0.35,0,0.53
19380228,-1.31,0.41,-0.49,0,0.79
19380301,0.79,-0.63,0.08,0,-0.49
19380302,-0.82,0.42,-0.64,0,1.09
19380303,-0.78,0.1,-0.17,0,0.54
19380304,-0.71,0.29,-0.72,0,0.88
19380305,-0.25,-0.49,0.25,0,0.31
19380307,-1.73,0.46,-0.46,0,1.51
19380308,-0.52,-1.26,-0.21,0,-0.08
19380309,0.02,0.23,-0.18,0,0.52
19380310,-0.91,0.55,-0.43,0,1.32
19380311,-1.72,0.03,-0.12,0,2.26
19380312,0.26,-0.85,0.09,0,-0.41
19380314,1.28,-0.25,-0.26,0,-0.21
19380315,2.46,-0.08,-0.49,0,-0.81
19380316,-3.63,0.6,-0.47,0,3.85
19380317,-0.8,-0.21,-0.11,0,1.41
19380318,-3.36,-1.61,-0.65,0,2.42
19380319,1.94,-0.57,0.37,0,-2.07
19380321,-0.11,0.71,-0.09,0,-0.21
19380322,-2.69,-0.42,-0.11,0,1.92
19380323,-2.29,-1.8,-0.36,0,2.09
19380324,0.31,-0.27,0.41,0,-0.46
19380325,-5.11,-0.46,-0.82,0,3.58
19380326,-2.01,-0.91,-0.49,0,1.05
19380328,0.77,-0.41,0.48,0,-2.3
19380329,-5.11,1.15,-1.41,0,2.62
19380330,-0.72,0.01,1.47,0,0.67
19380331,-1.22,-0.18,0.5,0,-0.59
19380401,4.16,0.1,1.21,0,-4.73
19380402,3.78,1.48,-0.33,0,-3.35
19380404,0.65,1.21,0.68,0,-2.04
19380405,1.91,-0.34,0.25,0,-0.12
19380406,-1.62,0.75,-0.84,0,2.69
19380407,-0.61,0.45,-0.11,0,0.09
19380408,4.12,-0.78,-0.52,0,-1.93
19380409,5.73,0.23,0.56,0,-3.12
19380411,-2.41,1.23,0.36,0,1.27
19380412,0.41,-1.64,0.29,0,0.51
19380413,0.43,0.95,-1.14,0,1.2
19380414,1.23,-0.12,-0.35,0,0.79
19380416,3.74,0.68,0.24,0,-2.83
19380418,-1.7,0.63,-0.66,0,1.45
19380419,-2.33,0.53,-0.14,0,1.75
19380420,-0.5,-0.73,0.24,0,1.34
19380421,0.55,0.32,-0.11,0,-0.54
19380422,2.65,-0.36,0.52,0,-2.86
19380423,-0.62,0.73,-0.07,0,0.08
19380425,-1.46,0.07,0.05,0,1.85
19380426,-1.65,0.46,0.33,0,1.66
19380427,0.72,-0.5,0.18,0,-1.12
19380428,-2.5,0.27,-0.27,0,1.64
19380429,-0.31,-1.21,-0.23,0,-0.27
19380430,-0.16,0.92,0.51,0,0.44
19380502,-1.24,-0.18,0.08,0,1.35
19380503,2.2,-1.03,-0.24,0,-0.93
19380504,1.21,-0.58,0.54,0,0.24
19380505,-0.02,0.05,-0.49,0,0
19380506,3.58,-2.34,1.48,0,-3.06
19380507,0.12,1.07,-0.4,0,0.83
19380509,1.48,-0.64,0.02,0,-3.34
19380510,-1.1,1.6,-0.09,0,0.54
19380511,0.5,-0.12,0.34,0,-1.73
19380512,-0.56,-0.11,-0.06,0,1.52
19380513,-1.16,0.51,-0.25,0,0.73
19380514,-0.03,0.13,-0.01,0,0.44
19380516,-1.36,0.71,-0.79,0,1.3
19380517,0.38,-1.07,-0.08,0,0.01
19380518,0.41,0.14,-0.24,0,0.12
19380519,-1.52,0.35,-0.82,0,0.96
19380520,-0.45,-0.31,0.5,0,0.84
19380521,-1.19,0.5,-0.71,0,1.28
19380523,0.4,-0.92,0.55,0,0.32
19380524,-1.2,0.56,-0.52,0,1.21
19380525,-1.5,0.18,0.43,0,0.94
19380526,-2.47,-0.3,-0.5,0,2.67
19380527,-0.21,-0.97,1.09,0,-0.81
19380528,1.18,0.26,-0.03,0,-1.54
19380531,-1.15,-0.28,0.07,0,1.7
19380601,2.44,-0.56,-0.02,0,-1.88
19380602,-0.05,0.55,0.17,0,0.64
19380603,-0.97,0.28,-0.27,0,-0.01
19380604,1.94,-0.72,-0.36,0,-1.69
19380606,0.79,-0.07,-0.25,0,-0.11
19380607,-0.33,0.99,-0.61,0,0.89
19380608,0.31,-0.88,-0.44,0,0.26
19380609,2.01,-0.56,0.44,0,-1.32
19380610,-0.87,0.51,-0.57,0,0.91
19380611,-0.31,0.03,0.75,0,0.01
19380613,-1.81,1.27,-0.44,0,1.49
19380614,0.72,-1.07,-0.16,0,-0.34
19380615,0.42,0.77,-1.25,0,-0.15
19380616,0.77,-0.61,0.28,0,-0.55
19380617,-0.65,0.07,0.33,0,1.4
19380618,0.07,0.13,-0.24,0,-0.14
19380620,4.69,-1.42,0.7,0,-5.1
19380621,2.38,0.81,0.33,0,-2.63
19380622,2.77,0.6,0.08,0,-3.53
19380623,2.78,1.08,0.79,0,-3.79
19380624,1.03,0.2,-0.52,0,-1.89
19380625,1.91,-0.48,0.85,0,-2.37
19380627,-0.63,1.91,-0.59,0,1.22
19380628,-0.28,-0.64,-0.22,0,0.74
19380629,4.27,-0.17,0.61,0,-4.79
19380630,-1.48,1.26,1.04,0,0.74
19380701,2.53,-0.93,1.47,0,-2.32
19380702,1.72,0.82,0.97,0,-2.77
19380705,-1.45,0.23,-0.29,0,0.83
19380706,1.38,0.74,0.05,0,-1.84
19380707,-0.08,1.49,1.3,0,-0.32
19380708,-1.34,0.38,-0.46,0,1.78
19380709,0.41,-0.43,-0.16,0,0.1
19380711,-1.53,0.49,-1.14,0,1.69
19380712,2.34,-0.28,0.96,0,-2.64
19380713,-0.04,2.02,-0.18,0,0.79
19380714,-1.12,-0.45,-0.47,0,1.06
19380715,1.19,-0.76,0.51,0,-1.14
19380716,0.88,0.61,0.3,0,-0.62
19380718,1.72,0.62,0.19,0,-1.98
19380719,2.22,-0.29,0.65,0,-1.69
19380720,-0.66,0.26,0.56,0,0.09
19380721,-0.09,0.36,0.54,0,-0.15
19380722,0.23,0.83,0.31,0,-0.23
19380723,1.37,0,0.31,0,-1.27
19380725,0.51,0.83,-1.31,0,-0.23
19380726,-0.98,0.21,-0.67,0,1.15
19380727,-2.98,-1.6,-1.17,0,2.27
19380728,1.59,0.24,0.09,0,-0.41
19380729,-0.8,1.03,-0.42,0,1.01
19380730,0.32,-0.27,0.3,0,-0.13
19380801,-0.75,-0.71,-0.32,0,0.74
19380802,0.71,0.17,0.3,0,-0.67
19380803,-0.73,-0.01,-1.25,0,1.09
19380804,0.51,-0.66,-0.39,0,0.01
19380805,1.94,-0.01,0.99,0,-1.28
19380806,1.06,0.59,0.37,0,-0.64
19380808,-0.73,-0.3,-0.33,0,0.75
19380809,-0.66,-0.77,-0.09,0,0.07
19380810,-0.8,0.21,-0.55,0,0.31
19380811,-2.27,-0.52,-0.74,0,0.42
19380812,-1.9,-1.33,-1.43,0,0.24
19380813,-0.44,-0.28,0.27,0,-0.21
19380815,0.56,0.45,-0.04,0,0.43
19380816,1.18,-0.17,0.18,0,0.6
19380817,0.16,0.26,-0.36,0,-0.34
19380818,-0.23,-0.21,-0.33,0,-0.15
19380819,1.37,-0.28,0.59,0,0.59
19380820,0.14,0.24,0.27,0,-0.39
19380822,-0.44,0.11,-0.45,0,0.22
19380823,2.13,0.36,0.22,0,0.09
19380824,0.18,1.17,0.01,0,-0.16
19380825,0.48,-0.31,0.53,0,-0.03
19380826,-0.73,0.46,-0.2,0,-0.45
19380827,-0.99,-0.3,-0.46,0,0.47
19380829,-3.54,-0.72,-1.24,0,0.56
19380830,1.15,-0.12,0.38,0,-0.43
19380831,0.11,0.18,-0.74,0,0.35
19380901,-0.91,-0.62,-0.66,0.001,0.28
19380902,2.03,-0.52,0.6,0.001,0.63
19380903,0.9,0.67,0.15,0.001,-0.61
19380906,-1,-0.21,-0.15,0.001,0.12
19380907,1.26,0.11,0.42,0.001,0.6
19380908,-0.7,0.33,-0.61,0.001,0.07
19380909,-1.91,-0.62,-0.44,0.001,0.04
19380910,-1.06,-0.12,-0.13,0.001,0.48
19380912,1.05,-0.91,-0.03,0.001,0.25
19380913,-4.54,0.86,-3.09,0.001,1.75
19380914,-2.06,-4.95,-1.43,0.001,1.91
19380915,3.47,0.65,1.49,0.001,-0.34
19380916,-1.87,0.07,-0.74,0.001,-0.55
19380917,-2.24,-0.81,-1.18,0.001,-0.52
19380919,2.71,1.81,1.48,0.001,2.13
19380920,3.49,0.76,1.05,0.001,0.84
19380921,0.53,0.57,1.18,0.001,0.3
19380922,-1.47,0.06,-0.64,0.001,-0.65
19380923,-2.83,-0.92,-1.07,0.001,0.11
19380924,-0.67,-1.33,0.23,0.001,-0.41
19380926,-2.68,0.13,-1.23,0.001,0.3
19380927,-0.13,0.49,-0.43,0.001,0.39
19380928,3.86,0.22,1.73,0.001,0.12
19380929,3.49,0.65,1.36,0.001,-0.53
19380930,2.75,1.35,1.29,0.001,-0.53
19381001,1.66,0.35,1.33,0,-0.92
19381003,0.81,1.4,-0.72,0,0.05
19381004,0.01,0.32,-0.52,0,-0.4
19381005,2.82,0.32,2.43,0,-0.91
19381006,-0.26,0.71,-0.14,0,-0.37
19381007,0.04,-0.26,0.59,0,-0.56
19381008,1.01,0.26,1.35,0,-1.88
19381010,-0.22,0.69,-0.58,0,0.34
19381011,-0.58,-0.07,-0.07,0,0.94
19381013,2.41,-0.14,0.82,0,-0.61
19381014,-0.55,-0.04,-0.47,0,-0.01
19381015,0.83,-0.4,0.22,0,-0.71
19381017,-1.17,-0.03,-0.59,0,0.28
19381018,0.97,0.48,0.52,0,1.35
19381019,-1.18,0.67,-0.02,0,-0.4
19381020,1.22,-1.13,0.64,0,-0.28
19381021,0.23,1.05,0.01,0,-0.45
19381022,1.07,-0.02,0.69,0,-0.73
19381024,0.19,0.26,-0.2,0,-1.17
19381025,0.1,0.43,0.35,0,0.34
19381026,-0.94,0.16,-0.24,0,-0.14
19381027,0.25,-0.56,0.3,0,-0.76
19381028,-1,-0.06,0.05,0,-0.89
19381029,-0.33,0.24,-0.43,0,0.13
19381031,0.26,0.52,-0.53,0,0.84
19381101,-0.26,0.58,0.3,-0.003,0.16
19381102,0.17,-0.56,0.16,-0.003,0.56
19381103,0.25,-0.3,1.25,-0.003,-0.54
19381104,-0.2,0.17,-0.58,-0.003,-0.17
19381105,0.29,-0.01,0.04,-0.003,0.24
19381107,1.57,0.56,0.09,-0.003,0.21
19381109,2.42,-0.64,0.92,-0.003,-0.18
19381110,-0.37,0.29,-0.44,-0.003,-0.98
19381112,0.49,0.15,0.93,-0.003,-0.65
19381114,-1.73,1.02,-1.06,-0.003,-0.33
19381115,-0.53,-0.58,0.02,-0.003,0.05
19381116,-2.25,-0.42,-1.03,-0.003,-0.11
19381117,0.87,-0.27,0.29,-0.003,0.45
19381118,-1.82,-0.8,-0.89,-0.003,-0.49
19381119,0.26,0.14,0.43,-0.003,0.35
19381121,-0.07,-0.16,-0.6,-0.003,0.3
19381122,-0.59,0.29,-0.88,-0.003,0.59
19381123,0.35,-0.34,0.69,-0.003,0.02
19381125,0.23,0.07,0.18,-0.003,-0.04
19381126,-1.32,-0.15,-1.07,-0.003,-0.63
19381128,-1.66,-1.13,-1.16,-0.003,-1.15
19381129,0.32,0.21,0.01,-0.003,0.37
19381130,1.98,-0.79,1.4,-0.003,1.85
19381201,-0.34,0.72,-0.26,0,-0.29
19381202,-0.95,-0.31,-1.29,0,-0.8
19381203,-0.02,0.1,-0.48,0,0.12
19381205,-0.39,-0.43,-0.48,0,-0.01
19381206,0.63,-0.04,0.67,0,1.71
19381207,0.26,0.26,-0.44,0,0.14
19381208,-0.92,-0.57,-1.01,0,-0.82
19381209,-0.54,-0.21,-0.94,0,0.31
19381210,0.65,-0.43,0.38,0,0.72
19381212,0.42,-0.09,-0.26,0,0.61
19381213,0.75,-0.77,0.53,0,0.87
19381214,2,0.07,0.65,0,0.19
19381215,0.28,0.48,0.13,0,0.26
19381216,-0.47,-0.55,-0.9,0,-0.55
19381217,-0.33,-0.35,-0.4,0,-0.02
19381219,-0.58,0.04,-0.15,0,0.31
19381220,-0.29,-0.81,-0.52,0,0.47
19381221,-0.79,-0.44,-0.22,0,0.47
